"id","author_id","work_title","work_type","venue_name","publication_date","citation_count","authors","source","source_url","import_time"
"work_5d8ee49563b007d3db4c30da","person_3db72f60a1baaef766bec539","Micro and nanoscale heat transfer investigation by 3D FEM for Scanning Thermal Microscopy","article","HAL (Le Centre pour la Communication Scientifique Directe)","2023-03-15",0,"[""Sarah Douri"", ""Nolwenn Fleurence"", ""J. Hameury"", ""Séverine Gomès""]","openalex","https://openalex.org/W4417223805","2026-06-15 16:02:41"
"work_382acc6a8a395ce65a669209","person_3db72f60a1baaef766bec539","Measurements on reference materials for SThM measurand versus thermal conductivity calibration curve","dataset","Zenodo (CERN European Organization for Nuclear Research)","2023-07-27",0,"[""Nolwenn Fleurence"", ""Sarah Douri"", ""Séverine Demeyer"", ""Alexandre Allard"", ""Bruno Hay""]","openalex","https://openalex.org/W4393802634","2026-06-15 16:02:40"
"work_4db11df7a1ba7220c94dc1b7","person_3db72f60a1baaef766bec539","Measurements on reference materials for SThM measurand versus thermal conductivity calibration curve","dataset","Zenodo (CERN European Organization for Nuclear Research)","2023-07-27",0,"[""Nolwenn Fleurence"", ""Sarah Douri"", ""Séverine Demeyer"", ""Alexandre Allard"", ""Bruno Hay""]","openalex","https://openalex.org/W4393599411","2026-06-15 16:02:39"
"work_77ee7f9a1842184f22abef80","person_3db72f60a1baaef766bec539","Quantitative Measurement of Thermal Conductivity by SThM Technique: Measurements, Calibration Protocols and Uncertainty Evaluation","journal-article","Nanomaterials","2023-08-25",7,"[""Nolwenn Fleurence"", ""Séverine Demeyer"", ""Alexandre Allard"", ""Sarah Douri"", ""Bruno Hay""]","openalex+crossref","https://openalex.org/W4386220946","2026-06-15 16:02:36"
"work_4909e425c79c0d24f18b7bdb","person_3db72f60a1baaef766bec539","Influence of domain structures on thermal conductivity in ferroelectric and ferroelastic materials","article","HAL (Le Centre pour la Communication Scientifique Directe)","2024-06-16",0,"[""Nassima Radouane"", ""Lucile Féger"", ""Carlos Escorihuela–Sayalero"", ""Jean‐Michel Rampnoux"", ""Kyriaki Kontou"", ""Micka Bah"", ""Jorge Íñiguez"", ""Claudio Cazorla"", ""Fabien Giovannelli"", ""Julien Bustillo"", ""Nathalie Poirot"", ""Isabelle Monot‐Laffez"", ""Sarah Douri"", ""Stéphane Grauby"", ""Riccardo Rurali"", ""S. Dilhaire"", ""Séverine Gomès"", ""Guillaume F. Nataf""]","openalex","https://openalex.org/W4406339662","2026-06-15 16:02:40"
"work_2d5a9cd7c889316cf883eada","person_3db72f60a1baaef766bec539","Lead-free room-temperature ferroelectric thermal conductivity switch using anisotropies in thermal conductivities","journal-article","Physical Review Materials","2024-09-05",4,"[""Lucile Féger"", ""Carlos Escorihuela–Sayalero"", ""Jean‐Michel Rampnoux"", ""Kyriaki Kontou"", ""Micka Bah"", ""Jorge Íñiguez"", ""Claudio Cazorla"", ""Isabelle Monot‐Laffez"", ""Sarah Douri"", ""Stéphane Grauby"", ""Riccardo Rurali"", ""S. Dilhaire"", ""Séverine Gomès"", ""Guillaume F. Nataf""]","openalex+crossref","https://openalex.org/W4402270642","2026-06-15 16:02:37"
"work_59acd20eb355e9d4ee2d5348","person_3db72f60a1baaef766bec539","Author response for ""Effect of sampling volume on measurements of size and chemical homogeneity of MRI contrast agent FeraSpin™ R""","peer-review","","2025-11-28",0,"[""Vittorio Maceratesi"", ""Lavinia Doveri"", ""Nicholas Engel"", ""Ester Cantoni"", ""Piersandro Pallavicini"", ""Chiara Milanese"", ""Florian Sack"", ""Nicole Gehrke"", ""Andreas Briel"", ""Nora Lambeng"", ""Sarah Douri"", ""Carine Chivas‐Joly"", ""Enrica Alasonati"", ""Valentin de Carsalade du pont"", ""Dimitrios Sapalidis"", ""Marianna Gerina"", ""Bruno F. B. Silva"", ""Olivier Taché"", ""William Anton Lee"", ""David Cant"", ""Caterina Minelli"", ""Christian Gollwitzer"", ""Robin Schürmann"", ""Yuri Antonio Diaz Fernandez""]","openalex+crossref","https://openalex.org/W7128494219","2026-06-15 16:02:46"
"work_1647d5fe629648616896c896","person_3db72f60a1baaef766bec539","Toward a Correlative Metrology Approach on the Same 2D Flake: Graphene Oxide Case Study—Sample Preparation and Stability Issues","journal-article","Nanomaterials","2025-12-11",0,"[""Loundja Chibane"", ""Alexandra Delvallée"", ""Nolwenn Fleurence"", ""Sarah Douri"", ""José Morán‐Meza"", ""C. Ulysse"", ""François Piquemal"", ""Nicolas Feltin"", ""Emmanuel Flahaut""]","openalex+crossref","https://openalex.org/W4417234286","2026-06-15 16:02:43"
"work_c4d35d9a62fbc9fbbe313583","person_3db72f60a1baaef766bec539","Effect of sampling volume on measurements of size and chemical homogeneity of MRI contrast agent FeraSpin™ R","journal-article","Nanoscale Advances","2026",0,"[""Vittorio Maceratesi"", ""Lavinia Doveri"", ""Nicholas Engel"", ""Ester Cantoni"", ""Piersandro Pallavicini"", ""Chiara Milanese"", ""Florian Sack"", ""Nicole Gehrke"", ""Andreas Briel"", ""Nora Lambeng"", ""Sarah Douri"", ""Carine Chivas‐Joly"", ""Enrica Alasonati"", ""Valentin de Carsalade du pont"", ""Dimitrios Sapalidis"", ""Marianna Gerina"", ""Bruno F. B. Silva"", ""Olivier Taché"", ""William Anton Lee"", ""David J. H. Cant"", ""Caterina Minelli"", ""Christian Gollwitzer"", ""Robin Schürmann"", ""Yuri Antonio Diaz Fernandez""]","openalex+crossref","https://openalex.org/W7128476691","2026-06-15 16:02:45"
"work_226e480b5b92a86164ea6328","person_3db72f60a1baaef766bec539","Effect of sampling volume on measurements of size and chemical homogeneity of MRI contrast agent FeraSpin™ R","dataset","Zenodo (CERN European Organization for Nuclear Research)","2026-02-10",0,"[""Vittorio Maceratesi"", ""Lavinia Doveri"", ""Nicholas Engel"", ""Ester Cantoni"", ""Piersandro Pallavicini"", ""CHIARA MILANESE"", ""Florian Sack"", ""Nicole Gehrke"", ""Adrien Briel"", ""Nora Lambeng"", ""Sarah Douri"", ""Carine Chivas‐Joly"", ""Enrica Alasonati"", ""Valentin de Carsalade Du Pont"", ""Dimitros Sapalidis"", ""Bruno Silva"", ""Marianna Gerina"", ""Olivier Taché"", ""William Lee"", ""David Cant"", ""Caterina Minelli"", ""Christian Gollwitzer"", ""Robin Schürmann"", ""Yuri Antonio Diaz Fernandez""]","openalex","https://openalex.org/W7163010012","2026-06-15 16:02:48"
"work_dfaa75cc82b69ac2eb49b915","person_3db72f60a1baaef766bec539","Effect of sampling volume on measurements of size and chemical homogeneity of MRI contrast agent FeraSpin™ R","dataset","Zenodo (CERN European Organization for Nuclear Research)","2026-02-10",0,"[""Vittorio Maceratesi"", ""Lavinia Doveri"", ""Nicholas Engel"", ""Ester Cantoni"", ""Piersandro Pallavicini"", ""CHIARA MILANESE"", ""Florian Sack"", ""Nicole Gehrke"", ""Adrien Briel"", ""Nora Lambeng"", ""Sarah Douri"", ""Carine Chivas‐Joly"", ""Enrica Alasonati"", ""Valentin de Carsalade Du Pont"", ""Dimitros Sapalidis"", ""Bruno Silva"", ""Marianna Gerina"", ""Olivier Taché"", ""William Lee"", ""David Cant"", ""Caterina Minelli"", ""Christian Gollwitzer"", ""Robin Schürmann"", ""Yuri Antonio Diaz Fernandez""]","openalex","https://openalex.org/W7163015465","2026-06-15 16:02:49"
"work_0d1cbea82df3b3cd93d1c030","person_3db72f60a1baaef766bec539","Establishment of metrological references for thermal conductivity measurements by scanning thermal microscopy","dissertation","","2026-04-09",0,"[""Sarah Douri""]","openalex+crossref","https://openalex.org/W7152369149","2026-06-15 16:02:47"
"work_08170283182d092587388154","person_3f4bf60f0c2c7e82b854d037","Brazilian portuguese version of twin relationship questionnaire (TRQ-BR): Evidence of validity","journal-article","Journal of Social and Personal Relationships","2023-02",5,"[""Isabella França Ferreira"", ""Tânia Kiehl Lucci"", ""Vinícius Frayze David"", ""Paula Coeli Araújo Short"", ""Ana Carla Crispim"", ""Thais Reali"", ""Elisa S. Marty"", ""Vanessa Rocha"", ""Andréia Grinberg"", ""Nancy L. Segal"", ""Hila Segal"", ""Ariel Knafo‐Noam"", ""Emma Otta""]","openalex+crossref","https://openalex.org/W4297825200","2026-06-15 16:09:21"
"work_a886a30961837878c3cd1514","person_3f4bf60f0c2c7e82b854d037","Twin Relationship Questionnaire--Brazilian Portuguese Version","dataset","PsycTESTS Dataset","2025-07-14",0,"[""Isabella França Ferreira"", ""Tânia Kiehl Lucci"", ""Vinícius Frayze David"", ""Paula Coeli Araújo Short"", ""Ana Carla Crispim"", ""Thais Reali"", ""Elisa S. Marty"", ""Vanessa Rocha"", ""Andréia Grinberg"", ""Nancy L. Segal"", ""Hila Segal"", ""Ariel Knafo‐Noam"", ""Emma Otta""]","openalex+crossref","https://openalex.org/W4412407399","2026-06-15 16:09:22"
"work_2484b0badf889c7f393bcda1","person_41693152e6202de0b8d61816","Mechanism for isaxonine hepatitis. I. Metabolic activation by mouse and human cytochrome P-450.","journal-article","The Journal of Pharmacology and Experimental Therapeutics","1984-06",16,"[""P Lettéron"", ""H Fouin-Fortunet"", ""Marina Tinel"", ""Gaby Danan"", ""J Belghiti"", ""Dominique Pessayre""]","openalex+crossref","https://openalex.org/W1888251899","2026-06-15 16:04:32"
"work_c494c845153bd4bdab03f302","person_41693152e6202de0b8d61816","[Primary malignant tumors of the liver].","article","PubMed","1989-11-01",1,"[""J Belghiti"", ""Di Carlo"", ""Lopes Ferreira L""]","openalex","https://openalex.org/W2410483253","2026-06-15 16:04:33"
"work_8adfb56d1c62266fdd3dc868","person_41693152e6202de0b8d61816","Indications chirurgicales dans les pseudokystes du pancréas.","article","Annales de Chirurgie","1990-01-01",0,"[""J Belghiti""]","openalex","https://openalex.org/W2279666224","2026-06-15 16:04:39"
"work_fb521e2341dc16f1808475ef","person_41693152e6202de0b8d61816","Metabolic activation of the new tricyclic antidepressant tianeptine into a reactive metabolite in human liver. Role of cytochrome P-450 IIIA3, an isoenzyme inducible by glucocorticoids","journal-article","European Journal of Pharmacology","1990-07",1,"[""Dominique Larrey"", ""Marina Tinel"", ""P Lettéron"", ""Patrick Maurel"", ""J Loeper"", ""J Belghiti"", ""D. Pesssayre""]","openalex+crossref","https://openalex.org/W1973684244","2026-06-15 16:04:31"
"work_6642e585e7e1702bf2757210","person_41693152e6202de0b8d61816","Mechanism of the abnormal vitamin k-dependent γ-carboxylation process in human hepatocellular carcinomas","journal-article","Cancer","1994-09-01",46,"[""Marie‐Geneviève Huisse"", ""M Leclercq"", ""J Belghiti"", ""Jean–François Fléjou"", ""John W. Suttie"", ""Annie Bezeaud"", ""Darrel W. Staford"", ""Marie‐Claude Guillin""]","openalex+crossref","https://openalex.org/W1978935379","2026-06-15 16:04:24"
"work_25b741d080533c419b9016aa","person_41693152e6202de0b8d61816","[Profile of p53 mutations and abnormal expression of P53 protein in 2 forms of esophageal cancer].","article","PubMed","1996-01-01",21,"[""Françoise Muzeau"", ""Fléjou Jf"", ""F Potet"", ""J Belghiti"", ""G.A. Thomas"", ""Richard C. Hamelin""]","openalex","https://openalex.org/W2413880341","2026-06-15 16:04:31"
"work_c6eca8ccb9dbc3de0135513e","person_41693152e6202de0b8d61816","Infrequent microsatellite instability in oesophageal cancers","journal-article","British Journal of Cancer","1997-05",75,"[""Françoise Muzeau"", ""Fléjou Jf"", ""J Belghiti"", ""Gilles Thomas"", ""Richard Hamelin""]","openalex+crossref","https://openalex.org/W1971966333","2026-06-15 16:04:22"
"work_3307c972425371924528f433","person_41693152e6202de0b8d61816","[Gene p53 mutations and overexpression of p53 protein in tumors of the Vater's ampulla].","article","PubMed","1998-05-01",1,"[""Benoı̂t Terris"", ""Françoise Muzeau"", ""Alain Sauvanet"", ""J Belghiti"", ""Fléjou Jf""]","openalex","https://openalex.org/W2411985907","2026-06-15 16:04:34"
"work_1426f2c50aae57c7a95b78aa","person_41693152e6202de0b8d61816","[Natural history of focal nodular hyperplasia. A retrospective study of 44 cases].","article","PubMed","2001-11-01",32,"[""Valérie D'Halluin"", ""Valérie Vilgrain"", ""Gilles Pelletier"", ""L. Rocher"", ""J Belghiti"", ""Serge Erlinger"", ""Catherine Buffet""]","openalex","https://openalex.org/W2470884823","2026-06-15 16:04:26"
"work_c82197846a031ef8206e724d","person_41693152e6202de0b8d61816","[Immunohistochemical and ultrastructural heterogeneity of gastrointestinal stromal tumors].","article","PubMed","2001-12-05",5,"[""Adriana Handra‐Luca"", ""Pierre Nahon"", ""Jean–François Fléjou"", ""G Molas"", ""Sylvie Dubois"", ""Alain Sauvanet"", ""J Belghiti"", ""Philippe Ruszniewski"", ""Claude Degott"", ""Benoît Terris""]","openalex","https://openalex.org/W2469941835","2026-06-15 16:04:29"
"work_f1ca6209d858f99a194bf5e7","person_41693152e6202de0b8d61816","Diagnosis of portopulmonary hypertension in candidates for liver transplantation: A prospective study","journal-article","Hepatology","2003-02",354,"[""Isabelle Colle"", ""Richard Moreau"", ""Erica de Oliveira Godinho"", ""J Belghiti"", ""Florence Ettori"", ""Alain Cohen‐Solal"", ""Hervé Mal"", ""Jacques Bernuau"", ""J. Marty"", ""Didier Lebrec"", ""Dominique Valla"", ""François Durand""]","openalex+crossref","https://openalex.org/W2146493192","2026-06-15 16:04:21"
"work_012396cd1739c358fb2c2cfd","person_41693152e6202de0b8d61816","Molecular diagnostic of cirrhotic macronodules using real-time RT-PCR","journal-article","Journal of Hepatology","2003-04",1,"[""Valérie Paradis"", ""Ivan Bièche"", ""Delphine Dargère"", ""Ingrid Laurendeau"", ""P. Bioulac Sage"", ""C Degott"", ""J Belghiti"", ""Michel Vidaud"", ""Pierre Bédossa""]","openalex+crossref","https://openalex.org/W2035795609","2026-06-15 16:04:33"
"work_28e4f7afa9c79686a0b1d6df","person_41693152e6202de0b8d61816","Localisation jéjunale d’un vipome","journal-article","Gastroentérologie Clinique et Biologique","2004-08",4,"[""Monika Lecorguillé"", ""Pascal Hammel"", ""Anne Couvelard"", ""Dermot O’Toole"", ""Anne Ratouis"", ""J Belghiti"", ""Philippe Lévy"", ""Philippe Ruszniewski""]","openalex+crossref","https://openalex.org/W2054626001","2026-06-15 16:04:29"
"work_1582d34779214c86d1fa7f04","person_41693152e6202de0b8d61816","Étude du profil d'expression des carcinomes hepatocellulaires (CHC) par RT-PCR en temps réel : Application au diagnostic moléculaire des CHC","article","","2008-02-20",0,"[""Véronique Paradis"", ""Ivan Bièche"", ""Delphine Dargère"", ""Ingrid Laurendeau"", ""Juliette Nectoux"", ""J Belghiti"", ""Claude Degott"", ""Michel Vidaud"", ""Pierre Bédossa""]","openalex","https://openalex.org/W2612763110","2026-06-15 16:04:40"
"work_0ec25ba3748164c564f6074e","person_41693152e6202de0b8d61816","Iconography : Evolution naturelle de l'hyperplasie nodulaire focale","article","","2008-02-29",0,"[""Valérie D'Halluin"", ""Valérie Vilgrain"", ""Gilles Pelletier"", ""L. Rocher"", ""J Belghiti"", ""Serge Erlinger"", ""Catherine Buffet""]","openalex","https://openalex.org/W2609018945","2026-06-15 16:04:40"
"work_24c25a9323ee0786df34c046","person_41693152e6202de0b8d61816","Rôle de la sénescence réplicative dans la progression de la fibrose hépatique chez les malades transplantés pour cirrhose virale C","article","","2008-02-29",0,"[""V Trak-Smayra"", ""Valérie Paradis"", ""José Apolinar Mejía Contreras"", ""François Durand"", ""Patrick Marcellin"", ""J Belghiti"", ""Claude Degott""]","openalex","https://openalex.org/W191387213","2026-06-15 16:04:37"
"work_2cfb5bbf8db96b09659ecb48","person_41693152e6202de0b8d61816","Iconography : Tumeur à cellules géantes ostéoclastiques du pancréas","article","","2008-02-29",0,"[""Aymeric Beaufour"", ""Dominique Cazals‐Hatem"", ""Jean‐Marc Regimbeau"", ""P Ponsot"", ""Claude Degott"", ""J Belghiti"", ""Alain Sauvanet""]","openalex","https://openalex.org/W2754665801","2026-06-15 16:04:41"
"work_3ff9d06c30b00aff2198bee8","person_41693152e6202de0b8d61816","Identification d'un nouveau marqueur sérique du carcinome hépatocellulaire (CHC) par spectrométrie de masse (SELDI-ProteinChip)","article","","2008-02-29",0,"[""Véronique Paradis"", ""Delphine Dargère"", ""Françoise Degos"", ""J Belghiti"", ""Claude Degott"", ""JL Janeau"", ""Dominique Delforge"", ""M Cubizol"", ""Pierre Bédossa""]","openalex","https://openalex.org/W388111375","2026-06-15 16:04:46"
"work_48a8754f68294d1a9807f6ee","person_41693152e6202de0b8d61816","Iconography : Adénocarcinome hépatoïde du bas oesophage","article","","2008-02-29",0,"[""Philippe Sockeel"", ""Adjé Abbey‐Toby"", ""Jean‐Marc Regimbeau"", ""Dominique Cazals‐Hatem"", ""J Belghiti"", ""Alain Sauvanet""]","openalex","https://openalex.org/W2615408740","2026-06-15 16:04:41"
"work_66c5843b2111a76e7674531e","person_41693152e6202de0b8d61816","Iconography : Hépatite C et transplantation hépatique","article","","2008-02-29",0,"[""Tarik Asselah"", ""Hamza Boudjema"", ""Claire Francoz"", ""Rodolphe Sobesky"", ""Dominique Valla"", ""J Belghiti"", ""Patrick Marcellin"", ""François Durand""]","openalex","https://openalex.org/W2295838035","2026-06-15 16:04:39"
"work_8fa17d57fa5dabf499377c7a","person_41693152e6202de0b8d61816","Le carcinome hépato-cholangiocellulaire en France : expérience de l'hôpital Beaujon","article","","2008-02-29",0,"[""Dominique Cazals‐Hatem"", ""F Dondero"", ""Benoı̂t Terris"", ""J‐F Flejou"", ""J Belghiti"", ""Claude Degott""]","openalex","https://openalex.org/W117053242","2026-06-15 16:04:35"
"work_94a6c124ce0efc72fe34aeb8","person_41693152e6202de0b8d61816","Les nodules satellites sont un facteur prédictif de récidive du carcinome hépato-cellulaire (CHC) après transplantation hépatique (TH)","article","","2008-02-29",0,"[""Aurélie Plessier"", ""Lina Maria de Goes Codes"", ""Yann Consigny"", ""D. Sommacale"", ""F Dondero"", ""Valérie Vilgrain"", ""Claude Degott"", ""F.-X. Durand"", ""Véronique Paradis"", ""J Belghiti""]","openalex","https://openalex.org/W123487682","2026-06-15 16:04:36"
"work_a418c8184ec45b46bbb75ccd","person_41693152e6202de0b8d61816","Le cystadénome séreux du pancréas","article","","2008-02-29",0,"[""Isabelle Honigman"", ""François Paye"", ""Alain Sauvanet"", ""Pascal Hammel"", ""Philippe Ruszniewski"", ""J Belghiti""]","openalex","https://openalex.org/W121513974","2026-06-15 16:04:35"
